,datetime,creator_character_id,guild_id,n_added_characters,n_removed_characters,n_talents,level,n_missions_completed,n_times_flag_turned_on,mean_place,mean_rating,n_seasons,n_characters,energy_delta,cluster,is_premuim
239,2022-12-25 16:33:17,28648058,91623,2,0,0,1,87,0,,0.0,0,2,0.0,1,True
240,2022-11-12 21:04:40,21808962,55433,2,2,0,1,0,0,,0.0,0,0,0.0,1,True
241,2022-12-14 10:50:25,17837322,80296,2,0,0,1,85,0,,0.0,0,2,560.0,1,False
242,2022-12-14 12:46:19,20448397,80390,90,83,24,3,168,0,,0.0,0,7,106760.0,3,False
243,2022-12-14 00:59:33,22071967,80014,7,1,8,2,170,0,,0.0,0,6,13980.0,3,False
244,2022-12-14 14:04:03,24027105,80484,44,36,18,3,171,0,,0.0,0,8,54800.0,3,False
245,2022-12-14 18:50:05,25312207,80578,10,5,3,2,166,0,,0.0,0,5,7600.0,3,False
246,2022-12-14 10:19:32,25625720,80249,24,23,8,2,167,0,,0.0,0,1,14520.0,3,False
247,2022-12-14 13:25:13,25643637,80437,1,1,0,1,0,0,,0.0,0,0,0.0,1,True
248,2022-12-14 04:50:27,26308337,80061,29,28,11,3,169,0,,0.0,0,1,24840.0,3,False
249,2022-12-14 00:02:23,26337501,79920,30,20,6,2,170,0,,0.0,0,10,18880.0,3,False
250,2022-12-14 00:56:23,26468072,79967,22,16,12,3,166,0,,0.0,0,6,32020.0,3,False
251,2022-12-14 11:47:53,26564649,80343,24,20,3,2,168,0,,0.0,0,4,10880.0,3,False
252,2022-12-14 05:42:27,26584199,80108,78,67,13,3,169,0,,0.0,0,11,59680.0,0,True
253,2022-12-14 06:11:31,26610902,80155,38,35,21,3,169,1,13.0,461.0,1,3,113140.0,3,True
254,2022-12-14 16:54:53,26660398,80531,19,12,11,3,166,0,,0.0,0,7,28200.0,3,False
255,2022-12-14 09:45:31,26868640,80202,50,40,12,3,169,0,,0.0,0,10,57140.0,0,True
256,2022-12-25 23:42:34,27335770,92046,40,34,10,3,173,0,,0.0,0,6,35320.0,3,False
257,2022-11-21 13:39:36,16364701,58958,1,0,0,1,85,0,,0.0,0,1,0.0,1,False
258,2022-12-08 23:58:43,18421430,75032,1,0,0,1,86,0,,0.0,0,1,280.0,1,False
259,2022-12-26 18:32:39,15757800,92704,1,0,0,1,87,0,,0.0,0,1,0.0,1,False
260,2022-12-26 16:23:42,22517063,92610,2,0,0,1,87,0,,0.0,0,2,1400.0,1,False
261,2022-12-26 11:31:30,22933018,92375,1,0,0,1,87,0,,0.0,0,1,1120.0,1,False
262,2022-12-26 23:04:04,23377010,92845,5,5,3,2,29,0,,0.0,0,0,5960.0,1,False
263,2022-12-26 16:49:09,25945995,92657,53,40,25,4,172,0,,0.0,0,13,95620.0,0,True
264,2022-12-26 15:32:01,26766520,92516,1,0,0,1,87,0,,0.0,0,1,0.0,1,False
265,2022-12-26 01:13:58,27895659,92187,1,0,0,1,87,0,,0.0,0,1,560.0,1,True
266,2022-12-26 19:16:02,27912265,92751,59,59,15,3,81,0,,0.0,0,0,47580.0,1,False
267,2022-12-26 22:38:43,28237462,92798,15,12,9,2,169,0,,0.0,0,3,16480.0,3,True
268,2022-12-26 23:04:09,28362927,92892,10,10,1,1,2,0,,0.0,0,0,1120.0,1,False
269,2022-12-26 00:57:17,28397381,92140,1,1,0,1,0,0,,0.0,0,0,0.0,1,True
270,2022-12-26 15:41:55,28498604,92563,2,2,0,1,1,0,,0.0,0,0,560.0,1,False
271,2022-12-26 07:52:30,28556288,92281,10,2,1,1,145,0,,0.0,0,8,1680.0,3,False
272,2022-12-26 01:23:10,28603990,92234,11,11,0,1,0,0,,0.0,0,0,0.0,1,False
273,2022-12-26 12:35:56,28609970,92469,23,12,6,2,173,0,,0.0,0,11,10460.0,3,False
274,2022-12-26 00:26:54,28634281,92093,29,22,13,3,172,0,,0.0,0,7,57680.0,3,True
275,2022-12-26 10:00:29,28634787,92328,283,265,38,5,199,0,,0.0,0,18,333160.0,0,False
276,2022-12-26 12:20:27,28766853,92422,24,13,32,4,214,0,,0.0,0,11,201920.0,0,False
277,2022-12-20 23:50:27,10705206,85607,26,25,12,3,172,0,,0.0,0,1,34480.0,3,True
278,2022-12-20 21:30:30,14539076,85278,11,7,12,3,167,0,,0.0,0,4,33700.0,3,True
279,2022-12-20 07:03:10,16583569,84714,3,1,0,1,86,0,,0.0,0,2,1120.0,1,False
280,2022-12-20 05:31:24,17670457,84667,111,89,103,8,278,0,,0.0,0,22,1746857.0,2,True
281,2022-12-20 23:48:58,22366367,85560,1,1,0,1,8,0,,0.0,0,0,280.0,1,True
282,2022-12-20 03:31:30,23345431,84573,74,65,14,3,171,0,,0.0,0,9,43800.0,3,False
283,2022-12-20 07:30:42,25649157,84761,10,3,1,1,167,0,,0.0,0,7,3120.0,3,False
284,2022-12-20 23:31:14,26336259,85513,43,38,11,3,173,0,,0.0,0,5,27280.0,3,True
285,2022-12-20 19:00:17,26350013,84949,9,4,2,1,173,0,,0.0,0,5,6460.0,3,False
286,2022-12-20 02:57:48,26620378,84526,57,52,16,3,166,0,,0.0,0,5,54460.0,3,True
287,2022-12-20 19:31:33,26741496,85137,19,9,7,2,172,0,,0.0,0,10,13420.0,3,False
288,2022-12-20 04:56:00,26880324,84620,1,1,0,1,1,0,,0.0,0,0,280.0,1,False
289,2022-12-20 01:37:03,27082057,84479,37,37,4,2,45,0,,0.0,0,0,9880.0,1,True
290,2022-12-20 22:22:04,27084794,85325,96,90,16,3,211,0,,0.0,0,6,102960.0,3,False
291,2022-12-20 09:08:24,27214606,84855,11,4,1,1,165,0,,0.0,0,7,5900.0,3,False
292,2022-12-20 18:29:14,27241884,84902,30,22,10,3,172,0,,0.0,0,8,44260.0,3,False
293,2022-12-20 19:05:16,27308607,85043,27,21,10,3,169,1,,0.0,0,6,32320.0,3,True
294,2022-12-20 20:03:38,27320475,85184,37,37,6,2,66,0,,0.0,0,0,10380.0,1,False
295,2022-12-20 22:23:32,27439891,85372,2,2,0,1,1,0,,0.0,0,0,560.0,1,False
296,2022-12-20 22:40:57,27594083,85419,7,7,2,1,6,0,,0.0,0,0,3360.0,1,False
297,2022-12-20 23:21:34,27595624,85466,80,75,26,4,172,0,,0.0,0,5,100200.0,0,False
298,2022-12-20 19:10:30,27687762,85090,4,0,0,1,87,0,,0.0,0,4,0.0,1,True
299,2022-12-20 19:02:45,27745009,84996,7,5,0,1,87,0,,0.0,0,2,5320.0,1,True
300,2022-12-20 07:46:33,27754853,84808,77,66,24,4,222,0,,0.0,0,11,237980.0,0,False
301,2022-12-20 21:25:36,27765801,85231,1,1,0,1,0,0,,0.0,0,0,0.0,1,True
302,2022-11-28 17:20:45,16573242,64269,1,1,0,1,0,0,,0.0,0,0,0.0,1,True
303,2022-11-28 19:01:17,20488854,64410,42,33,13,3,169,2,15.5,454.0,2,9,67340.0,3,False
304,2022-11-28 18:36:18,20893516,64363,57,55,24,4,169,2,13.0,495.0,1,2,79340.0,3,True
305,2022-11-28 01:18:40,21145872,63752,32,31,14,3,171,0,,0.0,0,1,45180.0,3,True
306,2022-11-28 01:13:12,22823124,63705,10,7,0,1,86,0,,0.0,0,3,4760.0,1,True
307,2022-11-28 03:08:05,22856152,63893,28,22,17,3,170,0,,0.0,0,6,89400.0,3,True
308,2022-11-28 14:21:55,23732314,64222,26,15,6,2,171,0,,0.0,0,11,17420.0,3,True
309,2022-11-28 05:09:24,23769505,63987,4,1,0,1,86,0,,0.0,0,3,840.0,1,False
310,2022-11-28 18:06:39,23820151,64316,12,4,0,1,85,0,,0.0,0,8,3920.0,1,False
311,2022-11-28 04:41:50,23835630,63940,12,12,0,1,0,0,,0.0,0,0,0.0,1,False
312,2022-11-28 13:36:28,24068551,64175,13,6,1,1,171,0,,0.0,0,7,4800.0,3,True
313,2022-11-28 12:49:22,24117863,64128,28,19,7,2,170,0,,0.0,0,9,13860.0,3,False
314,2022-11-28 01:35:03,24239648,63799,127,107,57,6,245,1,15.0,486.0,1,20,868433.0,2,True
315,2022-11-28 02:44:53,24273297,63846,28,16,10,2,170,0,,0.0,0,12,25720.0,3,True
316,2022-11-28 20:19:35,24283325,64457,25,19,10,3,169,1,10.0,477.0,1,6,30240.0,3,True
317,2022-11-28 07:45:44,24319205,64081,43,33,14,3,170,0,,0.0,0,10,49060.0,0,False
318,2022-11-28 06:30:35,24442025,64034,30,30,1,1,1,0,,0.0,0,0,1400.0,1,False
319,2022-11-06 23:45:28,21288357,53036,137,121,42,5,204,0,,0.0,0,16,262530.0,0,False
320,2022-12-03 22:40:19,24805609,70661,1,1,0,1,10,0,,0.0,0,0,560.0,1,False
321,2022-11-12 17:45:48,16927833,55292,12,11,13,3,161,0,,0.0,0,1,36040.0,3,False
322,2022-11-12 00:01:09,18005544,54869,32,31,11,3,169,0,,0.0,0,1,42920.0,3,True
323,2022-11-12 19:54:42,20512429,55386,22,22,9,2,15,0,,0.0,0,0,31300.0,1,False
324,2022-11-12 19:35:33,20573402,55339,26,15,4,2,162,0,,0.0,0,11,9580.0,3,False
325,2022-11-12 08:43:38,21516563,55104,3,2,0,1,85,0,,0.0,0,1,560.0,1,False
326,2022-11-12 08:35:08,21594142,55057,21,17,11,3,166,0,,0.0,0,4,24280.0,3,True
327,2022-11-12 15:37:52,21650377,55198,61,55,15,3,172,0,,0.0,0,6,71120.0,3,False
328,2022-11-12 04:22:57,21815931,54963,102,92,20,4,216,0,,0.0,0,10,130710.0,0,False
329,2022-11-12 03:49:42,21898547,54916,1,1,1,1,8,0,,0.0,0,0,1680.0,1,False
330,2022-11-12 11:02:43,22005658,55151,36,36,17,3,32,0,,0.0,0,0,95590.0,1,False
331,2022-11-12 06:04:27,22019343,55010,2,2,0,1,0,0,,0.0,0,0,0.0,1,False
332,2022-11-12 16:56:29,22058374,55245,44,32,19,3,170,0,,0.0,0,12,61460.0,0,False
333,2022-11-17 18:31:20,15672355,57313,17,7,19,3,168,0,,0.0,0,10,71420.0,0,True
334,2022-11-17 11:02:26,19053171,57125,2,2,2,1,26,0,,0.0,0,0,4000.0,1,True
335,2022-11-17 16:01:35,21001248,57266,89,76,47,5,222,0,,0.0,0,13,355960.0,0,True
336,2022-11-17 15:33:59,22040411,57219,27,18,6,2,170,0,,0.0,0,9,18360.0,3,True
337,2022-11-17 09:49:39,22074152,57078,1,1,0,1,0,0,,0.0,0,0,0.0,1,False
338,2022-11-17 01:23:20,22194304,56937,11,1,1,1,167,0,,0.0,0,10,5660.0,3,False
339,2022-11-17 07:53:51,22313858,56984,2,1,0,1,85,0,,0.0,0,1,1400.0,1,False
340,2022-11-17 09:03:57,22403489,57031,89,69,76,6,230,0,,0.0,0,20,791150.0,2,True
341,2022-11-17 11:50:14,22471592,57172,28,25,12,3,167,0,,0.0,0,3,36120.0,3,False
342,2022-11-02 18:52:28,19534055,51156,27,18,21,3,202,0,,0.0,0,9,108300.0,0,False
343,2022-12-14 23:37:36,26932189,80625,3,3,0,1,3,0,,0.0,0,0,0.0,1,True
344,2022-12-09 10:00:25,12457415,75455,28,28,11,3,91,0,,0.0,0,0,31920.0,1,True
345,2022-12-09 23:08:17,15909071,76254,13,5,0,1,86,0,,0.0,0,8,5600.0,1,True
346,2022-12-09 23:24:07,16145649,76301,18,6,3,2,151,0,,0.0,0,12,7980.0,3,False
347,2022-12-09 19:56:32,21802315,76066,16,16,0,1,0,0,,0.0,0,0,0.0,1,False
348,2022-12-09 15:33:43,21821267,75690,1,1,0,1,0,0,,0.0,0,0,0.0,1,False
349,2022-12-09 01:11:53,22198812,75126,1,0,0,1,85,0,,0.0,0,1,0.0,1,False
350,2022-12-09 06:04:03,22504942,75361,1,0,0,1,85,0,,0.0,0,1,840.0,1,False
351,2022-12-09 20:10:33,23344879,76160,20,11,1,1,171,0,,0.0,0,9,18600.0,3,False
352,2022-12-09 17:42:12,23701977,75878,57,48,30,4,180,2,11.0,470.0,1,9,134620.0,0,False
353,2022-12-09 00:18:15,24166899,75079,90,81,19,4,206,0,,0.0,0,9,120220.0,0,True
354,2022-12-09 09:10:35,24495615,75408,52,46,17,3,169,0,,0.0,0,6,64900.0,3,False
355,2022-12-09 03:26:39,24919712,75314,81,77,23,4,169,0,,0.0,0,4,98080.0,3,True
356,2022-12-09 12:30:33,24973026,75596,4,2,0,1,86,0,,0.0,0,2,560.0,1,True
357,2022-12-09 02:22:03,25018359,75173,15,8,3,2,168,0,,0.0,0,7,7860.0,3,True
358,2022-12-09 15:07:15,25077653,75643,22,12,0,1,86,0,,0.0,0,10,12320.0,3,True
359,2022-12-09 16:56:55,25302685,75831,15,9,6,2,169,0,,0.0,0,6,22620.0,3,False
360,2022-12-09 11:49:27,25344085,75549,1,1,1,1,22,0,,0.0,0,0,2540.0,1,True
361,2022-12-09 18:01:27,25615508,75972,52,51,12,3,171,0,,0.0,0,1,32880.0,3,False
362,2022-12-09 02:48:59,25710038,75267,26,26,11,3,112,0,,0.0,0,0,22760.0,3,False
363,2022-12-09 10:14:58,25723033,75502,11,11,0,1,0,0,,0.0,0,0,0.0,1,False
364,2022-12-09 22:42:53,25815562,76207,58,53,26,4,171,0,,0.0,0,5,104680.0,0,True
365,2022-12-09 20:06:24,25850752,76113,1,1,0,1,9,0,,0.0,0,0,0.0,1,False
366,2022-12-09 02:32:33,25951883,75220,5,0,0,1,85,0,,0.0,0,5,840.0,1,True
367,2022-12-09 17:48:30,26097243,75925,1,1,0,1,1,0,,0.0,0,0,280.0,1,False
368,2022-12-09 16:19:41,26102234,75784,13,12,8,2,171,0,,0.0,0,1,13500.0,3,False
369,2022-12-09 18:17:06,26114723,76019,157,151,3,2,170,0,,0.0,0,6,23100.0,3,False
370,2022-12-09 15:41:58,26126844,75737,7,7,0,1,1,0,,0.0,0,0,840.0,1,False
371,2022-12-26 23:48:58,28734998,92939,15,9,1,1,171,0,,0.0,0,6,25180.0,3,False
372,2022-11-22 06:39:57,14895484,59099,7,7,1,1,8,0,,0.0,0,0,3720.0,1,True
373,2022-11-22 01:54:08,20299426,59005,236,219,53,6,219,0,,0.0,0,17,659238.0,2,True
374,2022-11-22 23:59:32,22287845,59193,7,7,2,1,7,0,,0.0,0,0,3720.0,1,False
375,2022-11-22 10:03:32,22519892,59146,11,11,5,2,21,0,,0.0,0,0,12780.0,1,False
376,2022-11-22 04:21:26,22755964,59052,1,0,0,1,86,0,,0.0,0,1,2240.0,1,False
377,2022-11-28 23:20:18,24185782,64504,53,46,15,3,168,0,,0.0,0,7,69280.0,3,True
378,2022-12-21 17:29:15,10943992,86500,1,0,0,1,87,0,,0.0,0,1,0.0,1,False
379,2022-12-21 14:52:53,12080606,86218,15,5,0,1,87,0,,0.0,0,10,5040.0,3,False
380,2022-12-21 14:57:46,12311365,86265,47,39,12,3,173,0,,0.0,0,8,43460.0,3,True
381,2022-12-21 17:24:03,13653254,86453,1,0,0,1,87,0,,0.0,0,1,0.0,1,False
382,2022-12-21 15:43:08,16750664,86359,7,6,3,1,166,0,,0.0,0,1,4480.0,3,False
383,2022-12-21 03:20:53,18308270,85748,27,17,13,3,162,0,,0.0,0,10,37720.0,0,False
384,2022-12-21 05:15:57,19595534,85842,1,0,1,1,143,0,,0.0,0,1,1680.0,3,False
385,2022-12-21 19:44:29,21895166,86735,1,1,0,1,0,0,,0.0,0,0,0.0,1,True
386,2022-12-21 08:34:41,22394910,85936,1,0,0,1,87,0,,0.0,0,1,0.0,1,False
387,2022-12-21 19:31:14,23839655,86688,1,0,0,1,87,0,,0.0,0,1,280.0,1,False
388,2022-12-21 14:30:48,24393403,86077,13,7,12,3,169,0,,0.0,0,6,41100.0,3,False
389,2022-12-21 22:05:35,25655758,87064,9,6,3,2,168,0,,0.0,0,3,6220.0,3,False
390,2022-12-21 03:35:42,25698998,85795,28,17,10,2,171,0,,0.0,0,11,23500.0,3,True
391,2022-12-21 21:37:46,26585878,86876,32,29,13,3,170,0,,0.0,0,3,41120.0,3,True
392,2022-12-21 20:35:14,26964665,86782,33,33,9,2,33,0,,0.0,0,0,19820.0,1,False
393,2022-12-21 22:02:04,27028030,87017,3,0,0,1,87,0,,0.0,0,3,280.0,1,False
394,2022-12-21 21:46:17,27140799,86970,43,40,16,3,210,0,,0.0,0,3,93740.0,3,True
395,2022-12-21 14:50:05,27463489,86171,27,27,23,3,157,0,,0.0,0,0,93960.0,3,True
396,2022-12-21 23:03:33,27488950,87205,5,3,10,2,171,0,,0.0,0,2,30080.0,3,False
397,2022-12-21 21:42:51,27507948,86923,14,6,3,2,167,0,,0.0,0,8,12560.0,3,True
398,2022-12-21 03:13:26,27627525,85701,43,37,11,3,173,0,,0.0,0,6,44740.0,3,False
399,2022-12-21 14:44:56,27657172,86124,24,24,7,2,24,0,,0.0,0,0,27340.0,1,True
400,2022-12-21 14:18:02,27663336,86030,21,14,11,3,172,0,,0.0,0,7,30200.0,3,False
401,2022-12-21 13:26:01,27681851,85983,57,53,22,4,210,5,12.6,536.4,5,4,104480.0,0,True
402,2022-12-21 15:08:03,27714511,86312,72,53,74,7,249,2,31.0,417.0,1,19,1227090.0,2,True
403,2022-12-21 22:25:23,27758349,87111,55,52,28,4,173,0,,0.0,0,3,118440.0,3,False
404,2022-12-21 00:04:38,27766238,85654,15,9,1,1,173,0,,0.0,0,6,10300.0,3,True
405,2022-12-21 16:47:12,27822174,86406,34,32,16,3,173,0,,0.0,0,2,56980.0,3,False
406,2022-12-21 22:28:28,27855294,87158,15,11,1,1,171,0,,0.0,0,4,3360.0,3,True
407,2022-12-21 05:32:04,27907918,85889,83,70,25,4,173,4,29.0,468.0,1,13,99200.0,0,False
408,2022-12-21 21:16:19,27965556,86829,1,0,0,1,87,0,,0.0,0,1,0.0,1,False
409,2022-12-21 18:06:07,27997227,86547,10,2,1,1,173,0,,0.0,0,8,4240.0,3,True
410,2022-12-21 18:41:30,28014937,86594,1,1,0,1,4,0,,0.0,0,0,560.0,1,False
411,2022-12-21 19:14:24,28026069,86641,9,3,2,1,173,0,,0.0,0,6,7940.0,3,True
412,2022-11-07 13:14:19,20005003,53177,52,44,27,4,171,0,,0.0,0,8,106080.0,0,False
413,2022-11-07 16:29:45,20812510,53224,58,51,16,3,171,1,,0.0,0,7,88850.0,3,False
414,2022-11-07 12:55:22,20914262,53130,113,110,31,4,205,3,26.0,419.0,1,3,172880.0,0,False
415,2022-11-07 19:51:29,21289369,53271,39,30,7,2,170,0,,0.0,0,9,25760.0,3,True
416,2022-11-07 07:47:16,21383899,53083,1,1,0,1,0,0,,0.0,0,0,0.0,1,False
417,2022-12-04 19:21:58,10631353,71272,119,108,34,5,223,1,9.0,519.0,1,11,233850.0,0,True
418,2022-12-04 13:46:08,10916300,71084,64,55,25,4,205,0,,0.0,0,9,216700.0,0,True
419,2022-12-04 17:54:45,12457415,71178,1,1,0,1,1,0,,0.0,0,0,0.0,1,True
420,2022-12-04 11:25:29,21075216,70990,41,31,14,3,169,0,,0.0,0,10,63600.0,0,False
421,2022-12-04 22:16:57,22558739,71366,42,38,12,3,169,0,,0.0,0,4,38300.0,3,True
422,2022-12-04 22:50:45,23794276,71460,163,154,19,3,169,0,,0.0,0,9,77280.0,0,False
423,2022-12-04 00:50:35,23855548,70802,3,0,0,1,85,0,,0.0,0,3,840.0,1,False
424,2022-12-04 06:44:52,24232449,70849,47,40,11,3,168,0,,0.0,0,7,27300.0,3,False
425,2022-12-04 11:47:47,24333695,71037,7,1,0,1,86,0,,0.0,0,6,1960.0,1,False
426,2022-12-04 22:28:33,24496006,71413,20,12,6,2,169,0,,0.0,0,8,14820.0,3,True
427,2022-12-04 10:15:54,24623840,70943,60,53,15,3,171,0,,0.0,0,7,50460.0,3,True
428,2022-12-04 00:14:40,24638146,70708,16,16,6,2,24,0,,0.0,0,0,12880.0,1,True
429,2022-12-04 14:38:52,24843421,71131,147,134,33,4,175,0,,0.0,0,13,183700.0,0,False
430,2022-12-04 10:03:33,24864696,70896,26,26,6,2,14,0,,0.0,0,0,11400.0,1,False
431,2022-12-04 18:47:59,24943356,71225,4,1,0,1,86,0,,0.0,0,3,3080.0,1,False
432,2022-12-04 20:42:59,24963619,71319,60,54,20,4,228,0,,0.0,0,6,151960.0,0,True
433,2022-12-04 00:27:10,25185454,70755,13,13,1,1,31,0,,0.0,0,0,3920.0,1,True
434,2022-12-04 23:45:01,25242655,71507,73,67,23,4,167,0,,0.0,0,6,100940.0,0,False
435,2022-12-15 23:01:49,16643208,81236,7,5,0,1,86,0,,0.0,0,2,7280.0,1,False
436,2022-12-15 14:00:55,20654776,80907,1,0,0,1,86,0,,0.0,0,1,0.0,1,False
437,2022-12-15 23:11:25,22905993,81283,93,72,98,8,267,0,,0.0,0,21,1748236.0,2,False
438,2022-12-15 18:32:49,24146567,81048,61,59,19,3,171,0,,0.0,0,2,71480.0,3,False
439,2022-12-15 00:47:54,24331533,80719,58,52,9,2,170,0,,0.0,0,6,27980.0,3,False
440,2022-12-15 21:58:41,24417001,81142,1,1,0,1,8,0,,0.0,0,0,0.0,1,False
441,2022-12-15 06:54:07,25771517,80813,10,3,0,1,85,0,,0.0,0,7,4200.0,1,False
442,2022-12-15 17:43:38,26099819,81001,36,35,12,3,169,0,,0.0,0,1,33120.0,3,False
443,2022-12-15 22:04:58,26318342,81189,28,25,13,3,171,1,,0.0,0,3,42780.0,3,False
444,2022-12-15 00:12:50,26665964,80672,50,40,6,2,170,0,,0.0,0,10,35300.0,3,True
445,2022-12-15 02:29:13,26697658,80766,19,11,9,2,170,0,,0.0,0,8,19240.0,3,True
446,2022-12-15 12:48:42,26767808,80860,98,96,20,4,218,4,7.5,516.0,2,2,118630.0,3,False
447,2022-12-15 14:43:33,26933201,80954,11,1,1,1,169,0,,0.0,0,10,8540.0,3,False
448,2022-12-15 21:38:13,27096340,81095,16,13,3,2,171,0,,0.0,0,3,9940.0,3,True
449,2022-12-10 18:34:51,16131803,76771,52,49,22,4,168,0,,0.0,0,3,70520.0,3,True
450,2022-12-10 07:23:08,21182902,76583,1,0,0,1,85,0,,0.0,0,1,840.0,1,False
451,2022-12-10 01:51:08,21196127,76395,7,2,9,2,169,0,,0.0,0,5,17100.0,3,False
452,2022-12-10 00:10:34,23334759,76348,7,4,0,1,86,0,,0.0,0,3,1400.0,1,False
453,2022-12-10 20:48:09,24352716,76912,46,35,25,4,169,2,32.0,410.0,1,11,87780.0,0,False
454,2022-12-10 12:41:59,24883142,76630,9,3,0,1,86,0,,0.0,0,6,2240.0,1,False
455,2022-12-10 03:51:08,25010125,76489,10,10,0,1,9,0,,0.0,0,0,840.0,1,True
456,2022-12-10 16:06:58,25544369,76677,7,4,0,1,86,0,,0.0,0,3,6440.0,1,True
457,2022-12-10 03:11:43,25967868,76442,62,60,17,3,169,0,,0.0,0,2,52740.0,3,False
458,2022-12-10 20:17:27,26096507,76865,53,47,20,3,220,0,,0.0,0,6,119850.0,3,False
459,2022-12-10 18:11:11,26107616,76724,12,5,0,1,86,0,,0.0,0,7,5600.0,1,False
460,2022-12-10 04:58:20,26134572,76536,38,27,9,2,169,0,,0.0,0,11,28660.0,3,False
461,2022-12-10 20:02:48,26241522,76818,2,2,0,1,2,0,,0.0,0,0,0.0,1,False
462,2022-12-10 22:16:51,26311074,77006,31,25,7,2,171,0,,0.0,0,6,32080.0,3,True
463,2022-12-10 21:59:56,26317008,76959,3,3,0,1,2,0,,0.0,0,0,840.0,1,False
464,2022-11-17 20:32:04,20908995,57360,5,3,2,1,169,0,,0.0,0,2,4280.0,3,False
465,2022-11-02 15:33:35,17478177,51015,9,3,9,2,166,0,,0.0,0,6,17100.0,3,False
466,2022-11-02 13:57:06,18826828,50968,102,86,36,5,217,0,,0.0,0,16,284880.0,0,False
467,2022-11-02 16:08:06,20141163,51109,21,19,11,3,171,0,,0.0,0,2,32700.0,3,True
468,2022-11-02 16:07:25,20234014,51062,20,15,5,2,169,0,,0.0,0,5,21160.0,3,False
469,2022-11-02 05:32:45,20267640,50827,32,32,15,3,27,0,,0.0,0,0,43740.0,1,False
470,2022-11-02 06:31:07,20385469,50874,37,26,12,3,172,0,,0.0,0,11,63400.0,0,True
471,2022-11-02 00:41:38,20471466,50780,43,34,13,3,170,2,5.0,494.5,2,9,62080.0,3,False
472,2022-11-02 11:19:08,20964977,50921,52,40,16,3,171,0,,0.0,0,12,60240.0,0,False
473,2022-12-28 00:04:19,12575957,94114,30,24,10,2,173,0,,0.0,0,6,22940.0,3,False
474,2022-12-28 13:14:10,17118687,94866,32,19,18,3,158,0,,0.0,0,13,57720.0,0,False
475,2022-12-28 17:44:48,17420654,95195,1,1,0,1,0,0,,0.0,0,0,0.0,1,True
476,2022-12-28 02:26:57,19506593,94302,1,1,1,1,10,0,,0.0,0,0,2540.0,1,True
477,2022-12-28 11:36:04,21706888,94772,7,6,0,1,87,0,,0.0,0,1,2240.0,1,False
478,2022-12-28 19:26:33,22433481,95289,1,1,0,1,0,0,,0.0,0,0,0.0,1,False
479,2022-12-28 22:36:51,22433481,95430,1,1,0,1,0,0,,0.0,0,0,0.0,1,False
480,2022-12-28 13:54:58,24740312,94913,2,0,0,1,87,0,,0.0,0,2,840.0,1,True
